Week Ending Date,State,State Abbreviation,Median Number,Lower Bound,Upper Bound,Outcome,MMWR Year,MMWR Week,Rolling 4-Week Mean,Rolling 4-Week Lower,Rolling 4-Week Upper,AnalysisDate
06/11/2016,New York,NY,25.23,19.72,32.28,Suicide,2016,23,22.11,17.18,28.46,2022-02-04
06/18/2016,New York,NY,20.18,15.62,26.09,Suicide,2016,24,21.91,17.01,28.21,2022-02-04
06/25/2016,New York,NY,21.79,16.91,28.07,Suicide,2016,25,21.84,16.96,28.13,2022-02-04
07/02/2016,New York,NY,23.35,18.19,29.99,Suicide,2016,26,22.64,17.61,29.11,2022-02-04
07/09/2016,New York,NY,25.29,19.77,32.35,Suicide,2016,27,22.65,17.62,29.13,2022-02-04
07/16/2016,New York,NY,20.73,16.05,26.76,Suicide,2016,28,22.79,17.73,29.29,2022-02-04
07/23/2016,New York,NY,21.49,16.67,27.70,Suicide,2016,29,22.71,17.67,29.20,2022-02-04
07/30/2016,New York,NY,20.30,15.71,26.24,Suicide,2016,30,21.95,17.05,28.26,2022-02-04
02/06/2016,New York City,YC,,,12.80,Suicide,2016,5,,,12.57,2022-02-04
08/06/2016,New York,NY,21.82,16.94,28.11,Suicide,2016,31,21.09,16.35,27.20,2022-02-04
08/13/2016,New York,NY,21.94,17.04,28.26,Suicide,2016,32,21.39,16.59,27.58,2022-02-04
08/20/2016,New York,NY,22.13,17.19,28.49,Suicide,2016,33,21.55,16.72,27.77,2022-02-04
08/27/2016,New York,NY,21.44,16.63,27.64,Suicide,2016,34,21.83,16.95,28.12,2022-02-04
09/03/2016,New York,NY,20.09,15.54,25.97,Suicide,2016,35,21.40,16.60,27.59,2022-02-04
09/10/2016,New York,NY,24.96,19.51,31.95,Suicide,2016,36,22.16,17.22,28.51,2022-02-04
09/17/2016,New York,NY,21.62,16.78,27.87,Suicide,2016,37,22.03,17.12,28.36,2022-02-04
09/24/2016,New York,NY,20.95,16.24,27.04,Suicide,2016,38,21.91,17.02,28.21,2022-02-04
10/01/2016,New York,NY,23.87,18.61,30.62,Suicide,2016,39,22.85,17.78,29.37,2022-02-04
10/08/2016,New York,NY,21.02,16.29,27.12,Suicide,2016,40,21.87,16.98,28.16,2022-02-04
10/15/2016,New York,NY,18.40,14.18,23.89,Suicide,2016,41,21.06,16.33,27.17,2022-02-04
10/22/2016,New York,NY,23.29,18.14,29.92,Suicide,2016,42,21.64,16.80,27.89,2022-02-04
10/29/2016,New York,NY,24.97,19.51,31.97,Suicide,2016,43,21.92,17.03,28.22,2022-02-04
11/05/2016,New York,NY,21.67,16.82,27.93,Suicide,2016,44,22.08,17.16,28.42,2022-02-04
11/12/2016,New York,NY,20.86,16.16,26.93,Suicide,2016,45,22.70,17.66,29.19,2022-02-04
11/19/2016,New York,NY,18.76,14.46,24.33,Suicide,2016,46,21.56,16.74,27.79,2022-02-04
11/26/2016,New York,NY,17.39,13.37,22.63,Suicide,2016,47,19.67,15.20,25.46,2022-02-04
12/03/2016,New York,NY,22.28,17.31,28.68,Suicide,2016,48,19.82,15.33,25.64,2022-02-04
12/10/2016,New York,NY,17.96,13.82,23.34,Suicide,2016,49,19.10,14.74,24.75,2022-02-04
12/17/2016,New York,NY,19.97,15.44,25.84,Suicide,2016,50,19.40,14.99,25.12,2022-02-04
12/24/2016,New York,NY,18.17,13.99,23.61,Suicide,2016,51,19.60,15.14,25.37,2022-02-04
12/31/2016,New York,NY,18.50,14.25,24.01,Suicide,2016,52,18.65,14.38,24.20,2022-02-04
01/07/2017,New York,NY,20.46,15.84,26.44,Suicide,2017,1,19.28,14.88,24.97,2022-02-04
01/14/2017,New York,NY,21.01,16.28,27.11,Suicide,2017,2,19.53,15.09,25.29,2022-02-04
01/21/2017,New York,NY,18.70,14.42,24.25,Suicide,2017,3,19.67,15.20,25.45,2022-02-04
01/28/2017,New York,NY,18.78,14.48,24.36,Suicide,2017,4,19.74,15.25,25.54,2022-02-04
02/04/2017,New York,NY,17.25,13.25,22.45,Suicide,2017,5,18.94,14.61,24.54,2022-02-04
02/11/2017,New York,NY,18.44,14.21,23.93,Suicide,2017,6,18.29,14.09,23.75,2022-02-04
02/18/2017,New York,NY,18.31,14.10,23.76,Suicide,2017,7,18.19,14.01,23.63,2022-02-04
02/25/2017,New York,NY,18.59,14.33,24.12,Suicide,2017,8,18.15,13.97,23.57,2022-02-04
03/04/2017,New York,NY,21.36,16.57,27.55,Suicide,2017,9,19.17,14.80,24.84,2022-02-04
03/11/2017,New York,NY,20.36,15.76,26.32,Suicide,2017,10,19.66,15.19,25.44,2022-02-04
03/18/2017,New York,NY,20.63,15.98,26.65,Suicide,2017,11,20.24,15.66,26.16,2022-02-04
03/25/2017,New York,NY,22.42,17.43,28.85,Suicide,2017,12,21.20,16.43,27.34,2022-02-04
04/01/2017,New York,NY,21.80,16.92,28.08,Suicide,2017,13,21.30,16.52,27.47,2022-02-04
04/08/2017,New York,NY,19.69,15.21,25.48,Suicide,2017,14,21.13,16.39,27.26,2022-02-04
04/15/2017,New York,NY,23.29,18.13,29.90,Suicide,2017,15,21.80,16.92,28.08,2022-02-04
04/22/2017,New York,NY,22.30,17.33,28.69,Suicide,2017,16,21.77,16.90,28.04,2022-02-04
04/29/2017,New York,NY,20.14,15.58,26.03,Suicide,2017,17,21.35,16.56,27.53,2022-02-04
05/06/2017,New York,NY,24.27,18.94,31.10,Suicide,2017,18,22.50,17.50,28.93,2022-02-04
05/13/2017,New York,NY,22.29,17.33,28.69,Suicide,2017,19,22.25,17.29,28.63,2022-02-04
05/20/2017,New York,NY,22.97,17.88,29.52,Suicide,2017,20,22.42,17.43,28.84,2022-02-04
05/27/2017,New York,NY,22.16,17.22,28.52,Suicide,2017,21,22.92,17.84,29.46,2022-02-04
06/03/2017,New York,NY,27.75,21.80,35.34,Suicide,2017,22,23.80,18.56,30.52,2022-02-04
06/10/2017,New York,NY,24.81,19.38,31.77,Suicide,2017,23,24.42,19.07,31.29,2022-02-04
06/17/2017,New York,NY,23.06,17.95,29.62,Suicide,2017,24,24.45,19.09,31.31,2022-02-04
06/24/2017,New York,NY,25.37,19.84,32.45,Suicide,2017,25,25.25,19.74,32.29,2022-02-04
07/01/2017,New York,NY,20.05,15.51,25.92,Suicide,2017,26,23.32,18.17,29.94,2022-02-04
07/08/2017,New York,NY,24.56,19.18,31.46,Suicide,2017,27,23.26,18.12,29.86,2022-02-04
07/15/2017,New York,NY,25.81,20.20,32.99,Suicide,2017,28,23.95,18.68,30.71,2022-02-04
07/22/2017,New York,NY,24.45,19.09,31.33,Suicide,2017,29,23.72,18.49,30.43,2022-02-04
07/29/2017,New York,NY,23.13,18.01,29.71,Suicide,2017,30,24.49,19.12,31.37,2022-02-04
08/05/2017,New York,NY,24.68,19.27,31.60,Suicide,2017,31,24.52,19.14,31.41,2022-02-04
08/12/2017,New York,NY,21.00,16.28,27.10,Suicide,2017,32,23.32,18.16,29.94,2022-02-04
08/19/2017,New York,NY,23.78,18.54,30.51,Suicide,2017,33,23.15,18.03,29.73,2022-02-04
08/26/2017,New York,NY,22.26,17.30,28.65,Suicide,2017,34,22.93,17.85,29.47,2022-02-04
09/02/2017,New York,NY,23.40,18.23,30.05,Suicide,2017,35,22.61,17.59,29.08,2022-02-04
09/09/2017,New York,NY,20.09,15.54,25.97,Suicide,2017,36,22.39,17.40,28.79,2022-02-04
09/16/2017,New York,NY,24.25,18.93,31.09,Suicide,2017,37,22.50,17.50,28.94,2022-02-04
09/23/2017,New York,NY,22.91,17.83,29.45,Suicide,2017,38,22.67,17.63,29.14,2022-02-04
09/30/2017,New York,NY,25.19,19.69,32.23,Suicide,2017,39,23.11,18.00,29.68,2022-02-04
10/07/2017,New York,NY,22.50,17.50,28.94,Suicide,2017,40,23.72,18.49,30.43,2022-02-04
10/14/2017,New York,NY,23.51,18.32,30.18,Suicide,2017,41,23.53,18.34,30.20,2022-02-04
10/21/2017,New York,NY,22.24,17.28,28.62,Suicide,2017,42,23.36,18.20,29.99,2022-02-04
10/28/2017,New York,NY,20.49,15.86,26.47,Suicide,2017,43,22.19,17.24,28.55,2022-02-04
11/04/2017,New York,NY,23.33,18.17,29.96,Suicide,2017,44,22.39,17.41,28.81,2022-02-04
11/11/2017,New York,NY,21.94,17.04,28.25,Suicide,2017,45,22.00,17.09,28.33,2022-02-04
11/18/2017,New York,NY,18.61,14.34,24.14,Suicide,2017,46,21.09,16.35,27.20,2022-02-04
11/25/2017,New York,NY,19.52,15.08,25.27,Suicide,2017,47,20.85,16.16,26.90,2022-02-04
12/02/2017,New York,NY,20.16,15.59,26.06,Suicide,2017,48,20.06,15.51,25.93,2022-02-04
12/09/2017,New York,NY,20.97,16.25,27.07,Suicide,2017,49,19.82,15.32,25.64,2022-02-04
12/16/2017,New York,NY,19.70,15.22,25.49,Suicide,2017,50,20.09,15.54,25.97,2022-02-04
12/23/2017,New York,NY,21.92,17.02,28.24,Suicide,2017,51,20.69,16.02,26.72,2022-02-04
12/30/2017,New York,NY,18.84,14.53,24.43,Suicide,2017,52,20.36,15.76,26.31,2022-02-04
01/06/2018,New York,NY,18.88,14.56,24.48,Suicide,2018,1,19.84,15.33,25.66,2022-02-04
01/13/2018,New York,NY,22.28,17.31,28.67,Suicide,2018,2,20.48,15.86,26.46,2022-02-04
01/20/2018,New York,NY,21.54,16.72,27.77,Suicide,2018,3,20.39,15.78,26.34,2022-02-04
01/27/2018,New York,NY,20.29,15.70,26.22,Suicide,2018,4,20.75,16.07,26.79,2022-02-04
02/03/2018,New York,NY,23.79,18.54,30.52,Suicide,2018,5,21.98,17.07,28.30,2022-02-04
02/10/2018,New York,NY,23.77,18.53,30.49,Suicide,2018,6,22.35,17.37,28.75,2022-02-04
02/17/2018,New York,NY,23.50,18.31,30.16,Suicide,2018,7,22.84,17.77,29.35,2022-02-04
02/24/2018,New York,NY,19.29,14.89,24.98,Suicide,2018,8,22.58,17.57,29.04,2022-02-04
03/03/2018,New York,NY,19.11,14.75,24.77,Suicide,2018,9,21.42,16.62,27.60,2022-02-04
03/10/2018,New York,NY,20.50,15.87,26.48,Suicide,2018,10,20.60,15.95,26.60,2022-02-04
03/17/2018,New York,NY,21.55,16.72,27.78,Suicide,2018,11,20.11,15.56,26.00,2022-02-04
03/24/2018,New York,NY,21.60,16.76,27.84,Suicide,2018,12,20.69,16.03,26.71,2022-02-04
03/31/2018,New York,NY,24.26,18.93,31.09,Suicide,2018,13,21.98,17.07,28.30,2022-02-04
04/07/2018,New York,NY,24.43,19.07,31.31,Suicide,2018,14,22.96,17.87,29.50,2022-02-04
04/14/2018,New York,NY,20.42,15.81,26.38,Suicide,2018,15,22.68,17.64,29.15,2022-02-04
04/21/2018,New York,NY,21.03,16.30,27.13,Suicide,2018,16,22.54,17.53,28.98,2022-02-04
04/28/2018,New York,NY,20.23,15.65,26.15,Suicide,2018,17,21.53,16.71,27.74,2022-02-04
05/05/2018,New York,NY,18.99,14.65,24.61,Suicide,2018,18,20.17,15.60,26.07,2022-02-04
05/12/2018,New York,NY,21.21,16.44,27.35,Suicide,2018,19,20.36,15.76,26.31,2022-02-04
05/19/2018,New York,NY,22.83,17.77,29.35,Suicide,2018,20,20.81,16.13,26.86,2022-02-04
05/26/2018,New York,NY,22.92,17.83,29.45,Suicide,2018,21,21.49,16.67,27.69,2022-02-04
06/02/2018,New York,NY,23.70,18.47,30.41,Suicide,2018,22,22.66,17.63,29.14,2022-02-04
06/09/2018,New York,NY,21.97,17.07,28.29,Suicide,2018,23,22.86,17.78,29.37,2022-02-04
06/16/2018,New York,NY,23.70,18.48,30.41,Suicide,2018,24,23.07,17.96,29.64,2022-02-04
06/23/2018,New York,NY,27.82,21.86,35.42,Suicide,2018,25,24.30,18.97,31.13,2022-02-04
06/30/2018,New York,NY,24.85,19.42,31.81,Suicide,2018,26,24.59,19.20,31.48,2022-02-04
07/07/2018,New York,NY,23.60,18.39,30.28,Suicide,2018,27,24.99,19.54,31.98,2022-02-04
07/14/2018,New York,NY,27.31,21.44,34.80,Suicide,2018,28,25.90,20.28,33.08,2022-02-04
07/21/2018,New York,NY,25.05,19.58,32.05,Suicide,2018,29,25.20,19.71,32.24,2022-02-04
07/28/2018,New York,NY,22.40,17.42,28.82,Suicide,2018,30,24.59,19.21,31.49,2022-02-04
08/04/2018,New York,NY,21.17,16.42,27.31,Suicide,2018,31,23.98,18.71,30.75,2022-02-04
08/11/2018,New York,NY,24.76,19.34,31.70,Suicide,2018,32,23.35,18.19,29.97,2022-02-04
08/18/2018,New York,NY,25.11,19.63,32.13,Suicide,2018,33,23.36,18.20,29.99,2022-02-04
08/25/2018,New York,NY,23.04,17.94,29.61,Suicide,2018,34,23.52,18.33,30.19,2022-02-04
09/01/2018,New York,NY,23.70,18.48,30.41,Suicide,2018,35,24.15,18.85,30.96,2022-02-04
09/08/2018,New York,NY,24.73,19.32,31.67,Suicide,2018,36,24.15,18.84,30.95,2022-02-04
09/15/2018,New York,NY,22.81,17.75,29.32,Suicide,2018,37,23.57,18.37,30.25,2022-02-04
09/22/2018,New York,NY,22.34,17.37,28.74,Suicide,2018,38,23.40,18.23,30.03,2022-02-04
09/29/2018,New York,NY,21.36,16.57,27.54,Suicide,2018,39,22.81,17.75,29.32,2022-02-04
10/06/2018,New York,NY,24.21,18.89,31.03,Suicide,2018,40,22.68,17.64,29.16,2022-02-04
10/13/2018,New York,NY,22.94,17.86,29.48,Suicide,2018,41,22.71,17.67,29.20,2022-02-04
10/20/2018,New York,NY,19.35,14.94,25.06,Suicide,2018,42,21.97,17.06,28.28,2022-02-04
10/27/2018,New York,NY,22.34,17.37,28.75,Suicide,2018,43,22.21,17.26,28.58,2022-02-04
11/03/2018,New York,NY,21.91,17.01,28.21,Suicide,2018,44,21.64,16.79,27.88,2022-02-04
11/10/2018,New York,NY,21.66,16.81,27.92,Suicide,2018,45,21.32,16.53,27.48,2022-02-04
11/17/2018,New York,NY,19.55,15.10,25.31,Suicide,2018,46,21.37,16.57,27.55,2022-02-04
11/24/2018,New York,NY,17.41,13.38,22.65,Suicide,2018,47,20.13,15.58,26.02,2022-02-04
12/01/2018,New York,NY,20.00,15.47,25.87,Suicide,2018,48,19.66,15.19,25.44,2022-02-04
12/08/2018,New York,NY,22.02,17.10,28.35,Suicide,2018,49,19.74,15.26,25.55,2022-02-04
12/15/2018,New York,NY,20.48,15.86,26.46,Suicide,2018,50,19.98,15.45,25.83,2022-02-04
12/22/2018,New York,NY,20.85,16.15,26.92,Suicide,2018,51,20.84,16.14,26.90,2022-02-04
12/29/2018,New York,NY,19.38,14.97,25.11,Suicide,2018,52,20.68,16.02,26.71,2022-02-04
01/05/2019,New York,NY,21.20,16.43,27.34,Suicide,2019,1,20.48,15.85,26.46,2022-02-04
01/12/2019,New York,NY,24.57,19.18,31.47,Suicide,2019,2,21.50,16.68,27.71,2022-02-04
01/19/2019,New York,NY,21.12,16.37,27.25,Suicide,2019,3,21.57,16.74,27.79,2022-02-04
01/26/2019,New York,NY,20.47,15.85,26.45,Suicide,2019,4,21.84,16.96,28.13,2022-02-04
02/02/2019,New York,NY,18.28,14.08,23.74,Suicide,2019,5,21.11,16.37,27.23,2022-02-04
02/09/2019,New York,NY,22.20,17.25,28.57,Suicide,2019,6,20.52,15.89,26.50,2022-02-04
02/16/2019,New York,NY,21.78,16.91,28.06,Suicide,2019,7,20.68,16.02,26.71,2022-02-04
02/23/2019,New York,NY,20.38,15.77,26.34,Suicide,2019,8,20.66,16.00,26.68,2022-02-04
03/02/2019,New York,NY,20.65,16.00,26.67,Suicide,2019,9,21.25,16.48,27.41,2022-02-04
03/09/2019,New York,NY,23.55,18.35,30.23,Suicide,2019,10,21.59,16.76,27.83,2022-02-04
03/16/2019,New York,NY,22.97,17.87,29.51,Suicide,2019,11,21.89,17.00,28.19,2022-02-04
03/23/2019,New York,NY,24.82,19.39,31.78,Suicide,2019,12,23.00,17.90,29.55,2022-02-04
03/30/2019,New York,NY,23.03,17.93,29.59,Suicide,2019,13,23.59,18.39,30.28,2022-02-04
04/06/2019,New York,NY,21.86,16.97,28.15,Suicide,2019,14,23.17,18.04,29.76,2022-02-04
04/13/2019,New York,NY,23.66,18.44,30.36,Suicide,2019,15,23.34,18.18,29.97,2022-02-04
04/20/2019,New York,NY,21.73,16.87,28.00,Suicide,2019,16,22.57,17.55,29.02,2022-02-04
04/27/2019,New York,NY,22.50,17.50,28.94,Suicide,2019,17,22.44,17.44,28.86,2022-02-04
05/04/2019,New York,NY,19.88,15.37,25.71,Suicide,2019,18,21.94,17.04,28.25,2022-02-04
05/11/2019,New York,NY,21.96,17.06,28.28,Suicide,2019,19,21.52,16.70,27.73,2022-02-04
05/18/2019,New York,NY,22.50,17.50,28.95,Suicide,2019,20,21.71,16.85,27.97,2022-02-04
05/25/2019,New York,NY,21.17,16.41,27.30,Suicide,2019,21,21.38,16.58,27.56,2022-02-04
06/01/2019,New York,NY,21.15,16.39,27.28,Suicide,2019,22,21.70,16.84,27.95,2022-02-04
06/08/2019,New York,NY,21.88,16.99,28.17,Suicide,2019,23,21.67,16.82,27.93,2022-02-04
06/15/2019,New York,NY,24.74,19.32,31.68,Suicide,2019,24,22.23,17.28,28.61,2022-02-04
06/22/2019,New York,NY,23.37,18.21,30.01,Suicide,2019,25,22.78,17.73,29.29,2022-02-04
06/29/2019,New York,NY,21.36,16.57,27.54,Suicide,2019,26,22.84,17.77,29.35,2022-02-04
07/06/2019,New York,NY,23.67,18.45,30.37,Suicide,2019,27,23.29,18.14,29.90,2022-02-04
07/13/2019,New York,NY,25.12,19.64,32.14,Suicide,2019,28,23.38,18.22,30.02,2022-02-04
07/20/2019,New York,NY,23.14,18.02,29.72,Suicide,2019,29,23.32,18.17,29.94,2022-02-04
07/27/2019,New York,NY,21.97,17.06,28.29,Suicide,2019,30,23.47,18.29,30.13,2022-02-04
08/03/2019,New York,NY,21.92,17.02,28.23,Suicide,2019,31,23.04,17.93,29.60,2022-02-04
08/10/2019,New York,NY,23.12,18.00,29.70,Suicide,2019,32,22.54,17.52,28.98,2022-02-04
08/17/2019,New York,NY,24.97,19.52,31.97,Suicide,2019,33,23.00,17.90,29.55,2022-02-04
08/24/2019,New York,NY,23.46,18.28,30.12,Suicide,2019,34,23.37,18.20,30.00,2022-02-04
08/31/2019,New York,NY,23.55,18.35,30.22,Suicide,2019,35,23.78,18.54,30.50,2022-02-04
09/07/2019,New York,NY,22.97,17.88,29.51,Suicide,2019,36,23.74,18.51,30.45,2022-02-04
09/14/2019,New York,NY,22.10,17.17,28.44,Suicide,2019,37,23.02,17.92,29.57,2022-02-04
09/21/2019,New York,NY,21.44,16.63,27.63,Suicide,2019,38,22.51,17.51,28.95,2022-02-04
09/28/2019,New York,NY,21.40,16.60,27.59,Suicide,2019,39,21.98,17.07,28.29,2022-02-04
10/05/2019,New York,NY,25.51,19.95,32.62,Suicide,2019,40,22.61,17.59,29.07,2022-02-04
10/12/2019,New York,NY,21.23,16.46,27.38,Suicide,2019,41,22.39,17.41,28.80,2022-02-04
10/19/2019,New York,NY,21.25,16.48,27.41,Suicide,2019,42,22.35,17.37,28.75,2022-02-04
10/26/2019,New York,NY,21.47,16.65,27.67,Suicide,2019,43,22.36,17.39,28.77,2022-02-04
11/02/2019,New York,NY,23.04,17.93,29.61,Suicide,2019,44,21.75,16.88,28.02,2022-02-04
11/09/2019,New York,NY,22.60,17.58,29.07,Suicide,2019,45,22.09,17.16,28.44,2022-02-04
11/16/2019,New York,NY,20.51,15.88,26.50,Suicide,2019,46,21.91,17.01,28.21,2022-02-04
11/23/2019,New York,NY,19.63,15.17,25.41,Suicide,2019,47,21.45,16.64,27.65,2022-02-04
11/30/2019,New York,NY,19.83,15.33,25.66,Suicide,2019,48,20.65,15.99,26.66,2022-02-04
12/07/2019,New York,NY,23.22,18.08,29.83,Suicide,2019,49,20.80,16.11,26.85,2022-02-04
12/14/2019,New York,NY,20.99,16.27,27.09,Suicide,2019,50,20.92,16.21,27.00,2022-02-04
12/21/2019,New York,NY,19.46,15.03,25.20,Suicide,2019,51,20.88,16.18,26.95,2022-02-04
12/28/2019,New York,NY,17.53,13.48,22.80,Suicide,2019,52,20.30,15.71,26.23,2022-02-04
01/04/2020,New York,NY,21.45,16.64,27.65,Suicide,2020,1,19.86,15.35,25.69,2022-02-04
01/11/2020,New York,NY,18.90,14.58,24.51,Suicide,2020,2,19.34,14.93,25.04,2022-02-04
01/18/2020,New York,NY,20.29,15.70,26.23,Suicide,2020,3,19.54,15.10,25.30,2022-02-04
01/25/2020,New York,NY,24.92,19.47,31.91,Suicide,2020,4,21.39,16.60,27.57,2022-02-04
02/01/2020,New York,NY,18.98,14.65,24.61,Suicide,2020,5,20.78,16.10,26.81,2022-02-04
02/08/2020,New York,NY,21.13,16.38,27.26,Suicide,2020,6,21.33,16.55,27.50,2022-02-04
02/15/2020,New York,NY,23.13,18.00,29.71,Suicide,2020,7,22.04,17.13,28.37,2022-02-04
02/22/2020,New York,NY,20.27,15.68,26.19,Suicide,2020,8,20.88,16.18,26.94,2022-02-04
02/29/2020,New York,NY,21.27,16.50,27.44,Suicide,2020,9,21.45,16.64,27.65,2022-02-04
03/07/2020,New York,NY,27.81,21.85,35.41,Suicide,2020,10,23.12,18.01,29.69,2022-02-04
03/14/2020,New York,NY,20.43,15.82,26.40,Suicide,2020,11,22.45,17.46,28.86,2022-02-04
03/21/2020,New York,NY,19.71,15.23,25.51,Suicide,2020,12,22.31,17.35,28.69,2022-02-04
03/28/2020,New York,NY,19.46,15.03,25.21,Suicide,2020,13,21.85,16.98,28.13,2022-02-04
04/04/2020,New York,NY,19.09,14.73,24.74,Suicide,2020,14,19.67,15.20,25.46,2022-02-04
04/11/2020,New York,NY,17.92,13.79,23.29,Suicide,2020,15,19.05,14.70,24.68,2022-02-04
04/18/2020,New York,NY,18.13,13.96,23.55,Suicide,2020,16,18.65,14.38,24.20,2022-02-04
04/25/2020,New York,NY,20.60,15.95,26.61,Suicide,2020,17,18.93,14.61,24.55,2022-02-04
05/02/2020,New York,NY,15.86,12.14,20.71,Suicide,2020,18,18.13,13.96,23.54,2022-02-04
05/09/2020,New York,NY,23.66,18.44,30.37,Suicide,2020,19,19.56,15.12,25.31,2022-02-04
05/16/2020,New York,NY,20.34,15.74,26.28,Suicide,2020,20,20.11,15.57,25.99,2022-02-04
05/23/2020,New York,NY,19.86,15.35,25.69,Suicide,2020,21,19.93,15.42,25.76,2022-02-04
05/30/2020,New York,NY,20.77,16.09,26.82,Suicide,2020,22,21.16,16.40,27.29,2022-02-04
06/06/2020,New York,NY,22.55,17.53,29.00,Suicide,2020,23,20.88,16.18,26.95,2022-02-04
06/13/2020,New York,NY,21.66,16.81,27.91,Suicide,2020,24,21.21,16.45,27.35,2022-02-04
06/20/2020,New York,NY,19.23,14.85,24.91,Suicide,2020,25,21.05,16.32,27.16,2022-02-04
06/27/2020,New York,NY,25.00,19.54,32.00,Suicide,2020,26,22.11,17.18,28.46,2022-02-04
07/04/2020,New York,NY,26.03,20.38,33.25,Suicide,2020,27,22.98,17.89,29.52,2022-02-04
07/11/2020,New York,NY,23.48,18.29,30.14,Suicide,2020,28,23.44,18.26,30.08,2022-02-04
07/18/2020,New York,NY,23.46,18.28,30.12,Suicide,2020,29,24.49,19.12,31.38,2022-02-04
07/25/2020,New York,NY,22.41,17.42,28.83,Suicide,2020,30,23.85,18.59,30.58,2022-02-04
08/01/2020,New York,NY,22.34,17.36,28.74,Suicide,2020,31,22.92,17.84,29.46,2022-02-04
08/08/2020,New York,NY,22.79,17.73,29.30,Suicide,2020,32,22.75,17.70,29.25,2022-02-04
08/15/2020,New York,NY,20.81,16.12,26.86,Suicide,2020,33,22.09,17.16,28.43,2022-02-04
08/22/2020,New York,NY,23.48,18.29,30.14,Suicide,2020,34,22.35,17.38,28.76,2022-02-04
08/29/2020,New York,NY,21.56,16.73,27.79,Suicide,2020,35,22.16,17.22,28.52,2022-02-04
09/05/2020,New York,NY,20.24,15.66,26.16,Suicide,2020,36,21.52,16.70,27.74,2022-02-04
09/12/2020,New York,NY,21.81,16.93,28.10,Suicide,2020,37,21.77,16.90,28.05,2022-02-04
09/19/2020,New York,NY,22.19,17.24,28.56,Suicide,2020,38,21.45,16.64,27.65,2022-02-04
09/26/2020,New York,NY,20.31,15.72,26.25,Suicide,2020,39,21.14,16.39,27.27,2022-02-04
10/03/2020,New York,NY,23.75,18.52,30.48,Suicide,2020,40,22.02,17.10,28.35,2022-02-04
10/10/2020,New York,NY,21.67,16.82,27.92,Suicide,2020,41,21.98,17.07,28.30,2022-02-04
10/17/2020,New York,NY,19.96,15.43,25.81,Suicide,2020,42,21.42,16.62,27.62,2022-02-04
10/24/2020,New York,NY,20.52,15.89,26.51,Suicide,2020,43,21.47,16.66,27.68,2022-02-04
10/31/2020,New York,NY,19.90,15.38,25.74,Suicide,2020,44,20.51,15.88,26.49,2022-02-04
11/07/2020,New York,NY,21.37,16.57,27.55,Suicide,2020,45,20.44,15.82,26.40,2022-02-04
11/14/2020,New York,NY,19.96,15.43,25.81,Suicide,2020,46,20.43,15.82,26.40,2022-02-04
11/21/2020,New York,NY,20.46,15.84,26.44,Suicide,2020,47,20.42,15.81,26.38,2022-02-04
11/28/2020,New York,NY,21.09,16.34,27.21,Suicide,2020,48,20.72,16.05,26.75,2022-02-04
12/05/2020,New York,NY,22.67,17.63,29.16,Suicide,2020,49,21.04,16.31,27.15,2022-02-04
12/12/2020,New York,NY,20.59,15.94,26.60,Suicide,2020,50,21.20,16.44,27.35,2022-02-04
12/19/2020,New York,NY,19.20,14.82,24.88,Suicide,2020,51,20.89,16.18,26.96,2022-02-04
12/26/2020,New York,NY,17.62,13.55,22.91,Suicide,2020,52,20.02,15.48,25.89,2022-02-04
01/02/2021,New York,NY,18.58,14.32,24.11,Suicide,2020,53,19.00,14.66,24.62,2022-02-04
01/09/2021,New York,NY,22.07,17.14,28.41,Suicide,2021,1,19.37,14.96,25.08,2022-02-04
01/16/2021,New York,NY,21.17,16.42,27.31,Suicide,2021,2,19.86,15.36,25.69,2022-02-04
01/23/2021,New York,NY,20.54,15.90,26.53,Suicide,2021,3,20.59,15.94,26.59,2022-02-04
01/30/2021,New York,NY,19.15,14.78,24.82,Suicide,2021,4,20.73,16.06,26.77,2022-02-04
02/06/2021,New York,NY,17.86,13.74,23.21,Suicide,2021,5,19.68,15.21,25.47,2022-02-04
02/13/2021,New York,NY,19.67,15.20,25.45,Suicide,2021,6,19.30,14.91,25.00,2022-02-04
02/20/2021,New York,NY,21.30,16.52,27.47,Suicide,2021,7,19.50,15.06,25.24,2022-02-04
02/27/2021,New York,NY,22.34,17.36,28.74,Suicide,2021,8,20.29,15.70,26.22,2022-02-04
03/06/2021,New York,NY,21.11,16.36,27.23,Suicide,2021,9,21.10,16.36,27.22,2022-02-04
03/13/2021,New York,NY,18.15,13.97,23.57,Suicide,2021,10,20.72,16.05,26.75,2022-02-04
03/20/2021,New York,NY,20.82,16.13,26.87,Suicide,2021,11,20.60,15.96,26.60,2022-02-04
03/27/2021,New York,NY,20.31,15.72,26.25,Suicide,2021,12,20.10,15.55,25.98,2022-02-04
04/03/2021,New York,NY,24.90,19.46,31.89,Suicide,2021,13,21.05,16.32,27.14,2022-02-04
04/10/2021,New York,NY,23.22,18.08,29.83,Suicide,2021,14,22.31,17.34,28.71,2022-02-04
04/17/2021,New York,NY,19.16,14.79,24.82,Suicide,2021,15,21.90,17.01,28.20,2022-02-04
04/24/2021,New York,NY,18.25,14.05,23.69,Suicide,2021,16,21.38,16.59,27.56,2022-02-04
05/01/2021,New York,NY,21.74,16.88,28.02,Suicide,2021,17,20.59,15.95,26.59,2022-02-04
